instance,horizon,seed,objective,bs_cost,ls_cost,ils_cost,gap_pct,calls,levels,beam_seconds,ls_seconds,ils_seconds,total_seconds
LR1_DR02_VC02_V6a,120,49,74982.0,78052.07825000002,78052.07825000002,78052.07825000002,4.094420327545305,65,70,425.294689547,0.312254121,346.959869159,772.566812827
LR1_DR02_VC02_V6a,120,50,74982.0,78052.07825000002,78052.07825000002,78052.07825000002,4.094420327545305,65,69,434.079979964,0.340620546,358.889943516,793.3105440260001
LR1_DR02_VC02_V6a,120,51,74982.0,78052.07825000002,78052.07825000002,78052.07825000002,4.094420327545305,65,71,463.555822762,0.396147573,302.064673495,766.01664383
LR1_DR02_VC02_V6a,120,52,74982.0,78052.07825000002,78052.07825000002,78052.07825000002,4.094420327545305,65,71,480.793694345,1.228971892,365.395078732,847.4177449690001
LR1_DR02_VC02_V6a,120,53,74982.0,78052.07825000002,78052.07825000002,78052.07825000002,4.094420327545305,65,71,448.62280856,0.422257794,354.136261628,803.1813279820001
LR1_DR02_VC02_V6a,120,54,74982.0,78052.07825000002,78052.07825000002,78052.07825000002,4.094420327545305,65,70,433.578253209,0.279045775,364.223581103,798.080880087
LR1_DR02_VC02_V6a,120,55,74982.0,78052.07825000002,78052.07825000002,78052.07825000002,4.094420327545305,65,70,429.923717612,0.443892381,332.210396732,762.578006725
LR1_DR02_VC02_V6a,120,56,74982.0,78052.07825000002,78052.07825000002,78052.07825000002,4.094420327545305,65,71,449.979594915,0.44714242,342.683435168,793.1101725030001
LR1_DR02_VC02_V6a,120,57,74982.0,78052.07825000002,78052.07825000002,78052.07825000002,4.094420327545305,65,70,434.314813356,0.233505605,347.865179869,782.41349883
LR1_DR02_VC02_V6a,120,58,74982.0,78052.07825000002,78052.07825000002,78052.07825000002,4.094420327545305,65,71,429.016126979,0.333631984,360.493246296,789.8430052589999
LR1_DR02_VC02_V6a,120,59,74982.0,78052.07825,78052.07825,78052.07825,4.0944203275452855,65,70,451.498269517,0.368550064,380.827032836,832.693852417
LR1_DR02_VC02_V6a,120,60,74982.0,78052.07825000002,78052.07825000002,78052.07825000002,4.094420327545305,65,70,460.744966097,0.246776798,352.335115051,813.326857946
LR1_DR02_VC03_V7a,120,1,40446.0,42503.268153999976,42503.268153999976,42503.268153999976,5.086456396182505,63,69,501.203270521,0.250209654,291.826833389,793.2803135639999
LR1_DR02_VC03_V7a,120,2,40446.0,41056.081255999976,41056.071255999974,41056.071255999974,1.508359926815937,65,68,518.245355617,0.585664648,378.492891089,897.3239113540001
LR1_DR02_VC03_V7a,120,3,40446.0,42203.34139599999,42203.34139599999,42203.34139599999,4.344907768382507,66,68,520.419282594,0.322929868,353.159889634,873.902102096
LR1_DR02_VC03_V7a,120,4,40446.0,41044.95706599999,41044.95706599999,41044.95706599999,1.4808808435938983,64,68,522.398874376,0.964259399,337.093342471,860.456476246
LR1_DR02_VC03_V7a,120,5,40446.0,41047.41997399998,41047.41997399998,41047.41997399998,1.4869702170795187,64,69,518.135018329,0.918177044,350.751843283,869.8050386560001
LR1_DR02_VC03_V7a,120,6,40446.0,41044.96706599998,41044.96706599998,41044.96706599998,1.480905567917675,64,68,514.067625439,0.321363121,341.622159136,856.0111476960001
LR1_DR02_VC03_V7a,120,7,40446.0,41047.41997399997,41047.41997399997,41047.41997399997,1.4869702170794827,64,69,536.971957537,0.312469604,321.960049912,859.2444770529999
LR1_DR02_VC03_V7a,120,8,40446.0,41044.95706599998,41044.95706599998,41044.95706599998,1.4808808435938803,64,68,524.179721643,0.453287879,358.633797016,883.266806538
LR1_DR02_VC03_V7a,120,9,40446.0,47569.42281399999,47269.54281399999,47269.54281399999,16.870748192651913,65,70,536.198376822,0.382656536,339.611246094,876.1922794520001
LR1_DR02_VC03_V7a,120,10,40446.0,42203.321395999985,42203.321395999985,42203.321395999985,4.344858319734918,66,69,519.978760036,0.342707203,342.574412414,862.8958796530001
LR1_DR02_VC03_V7a,120,11,40446.0,47528.929283999976,47329.04928399998,47129.01928399999,16.523313267072112,65,69,553.467957014,0.418931454,315.507709481,869.3945979490001
LR1_DR02_VC03_V7a,120,12,40446.0,45242.22320599997,44485.65915599999,44485.65915599999,9.987784097314906,63,69,528.980962928,0.697147803,310.289002323,839.967113054
LR1_DR02_VC03_V7a,120,13,40446.0,45075.551725999976,44240.42084399998,44240.42084399998,9.38144895416105,63,69,516.008389158,0.613609154,314.641007073,831.263005385
LR1_DR02_VC03_V7a,120,14,40446.0,45075.551725999976,44240.420843999986,44240.420843999986,9.381448954161067,63,70,526.0613221,0.642724077,345.998128038,872.702174215
LR1_DR02_VC03_V7a,120,15,40446.0,41044.95706599998,41044.95706599998,41044.95706599998,1.4808808435938803,64,68,546.367794382,0.302062935,335.648910165,882.3187674820001
LR1_DR02_VC03_V7a,120,16,40446.0,41044.95706599997,41044.95706599997,41044.95706599997,1.4808808435938623,64,68,503.672721116,0.34003308,322.652541973,826.6652961689999
LR1_DR02_VC03_V7a,120,17,40446.0,41044.967065999976,41044.967065999976,41044.967065999976,1.480905567917657,64,68,509.888172339,0.873757285,314.168583126,824.9305127499999
LR1_DR02_VC03_V7a,120,18,40446.0,43568.91490599998,43568.91490599998,43568.91490599998,7.721195930376265,64,69,532.300645142,0.410283688,338.45488892,871.1658177500001
LR1_DR02_VC03_V7a,120,19,40446.0,41044.96706599998,41044.96706599998,41044.96706599998,1.480905567917675,64,68,528.724805652,0.325271597,344.734930053,873.7850073019999
LR1_DR02_VC03_V7a,120,20,40446.0,45075.551725999976,44240.42084399998,44240.42084399998,9.38144895416105,63,69,533.678755191,0.580266455,344.526331313,878.7853529590001
LR1_DR02_VC03_V7a,120,21,40446.0,41047.41997399998,41047.41997399998,41047.41997399998,1.4869702170795187,64,69,559.467614396,0.817195063,307.041926618,867.3267360770001
